year,fitnessdax_rank,fitness_score,fitness_score_100,matched_company,ticker,index,sector,cluster,participants,germany_employees_estimate,participation_rate,participation_rate_pct,participation_rate_rank,races_entered,top_20_pace,top_20_pace_formatted,top_20_pace_rank,median_pace,median_pace_formatted,median_pace_rank,average_pace_formatted,fastest_pace_formatted,slowest_pace_formatted,participation_multiple,participation_multiple_rank,yearly_return_pct
2024,43.0,0.2834,28.3,TRATON,8TRA.DE,MDAX,Automotive,Mobility Machines,13.0,35000.0,0.0003714285714285,0.04,59.0,1.0,4.076900584795322,4:05/km,5.0,4.753801169590643,4:45/km,1.0,4:46/km,4:02/km,5:54/km,0.234,51.0,38.81
2024,31.0,0.5136,51.4,TUI,TUI1.DE,MDAX,Consumer,Mobility Machines,224.0,9500.0,0.023578947368421,2.36,27.0,2.0,4.694871794871795,4:42/km,44.0,5.859230769230769,5:52/km,43.0,5:58/km,3:49/km,9:08/km,0.401,25.0,16.66
2024,9.0,0.8742,87.4,Talanx,TLX.DE,MDAX,Finance,Corporate Marathoners,589.0,12000.0,0.0490833333333333,4.91,10.0,3.0,4.531666666666666,4:32/km,25.0,5.817692307692308,5:49/km,39.0,5:58/km,3:22/km,10:47/km,0.476,8.0,30.96
2024,5.0,0.8859,88.6,TeamViewer,TMV.DE,MDAX,Technology,Office Athletes,108.0,700.0,0.1542857142857142,15.43,1.0,4.0,4.628833333333334,4:38/km,35.0,5.831333333333333,5:50/km,42.0,6:17/km,3:14/km,11:40/km,0.349,33.0,-30.24
2024,4.0,0.8912,89.1,UmweltBank,UBK.DE,Other,Finance,Sustainable Finance,39.0,350.0,0.1114285714285714,11.14,3.0,1.0,4.976092896174864,4:59/km,54.0,5.7688524590163945,5:46/km,34.0,6:00/km,4:18/km,8:49/km,0.276,44.0,-21.32
2024,19.0,0.6495,65.0,Uniper,UN0.DE,SDAX,Energy,Grid Operators,165.0,5000.0,0.033,3.3,18.0,3.0,4.683611111111111,4:41/km,43.0,5.811944444444445,5:49/km,38.0,6:04/km,3:38/km,12:25/km,0.382,30.0,-36.81
2024,21.0,0.6228,62.3,United Internet,UTDI.DE,MDAX,Telecom,Connected Operators,277.0,9000.0,0.0307777777777777,3.08,21.0,3.0,4.4606911217437535,4:28/km,22.0,5.760909090909091,5:46/km,33.0,5:55/km,3:28/km,9:23/km,0.424,15.0,-32.2
2024,3.0,0.8983,89.8,Villeroy & Boch,VIB3.DE,SDAX,Consumer,Consumer Lifestyle,125.0,2000.0,0.0625,6.25,6.0,1.0,4.572955974842768,4:34/km,32.0,5.686163522012579,5:41/km,30.0,5:57/km,3:35/km,10:47/km,0.369,31.0,-10.12
2024,51.0,0.2196,22.0,Volkswagen,VOW3.DE,DAX,Automotive,Mobility Machines,261.0,293338.0,0.0008897585720227,0.09,57.0,1.0,4.641794871794872,4:39/km,36.0,5.583589743589743,5:35/km,21.0,5:41/km,3:33/km,8:55/km,0.433,13.0,-15.09
2024,45.0,0.264,26.4,Vonovia,VNA.DE,DAX,Real Estate,Infrastructure Operators,24.0,12000.0,0.002,0.2,51.0,3.0,4.287134502923976,4:17/km,13.0,5.2463523391812865,5:15/km,10.0,5:20/km,3:56/km,6:26/km,0.263,48.0,8.54
2024,34.0,0.416,41.6,Wacker Chemie,WCH.DE,MDAX,Chemicals,Factory Endurance,108.0,10657.0,0.0101341841043445,1.01,37.0,1.0,3.8320175438596498,3:50/km,1.0,4.80204678362573,4:48/km,2.0,4:55/km,3:11/km,7:37/km,0.423,16.0,-36.4
2024,58.0,0.182,18.2,Zalando,ZAL.DE,DAX,Consumer,Digital Hustlers,18.0,8000.0,0.00225,0.22,50.0,1.0,4.36271186440678,4:22/km,18.0,6.244067796610168,6:15/km,54.0,6:05/km,4:01/km,8:40/km,0.201,57.0,
2024,15.0,0.7268,72.7,adesso,ADN1.DE,SDAX,Technology,Office Athletes,370.0,10000.0,0.037,3.7,16.0,8.0,4.4313752276867024,4:26/km,20.0,5.564055555555555,5:34/km,20.0,5:45/km,3:07/km,12:20/km,0.462,9.0,-17.95
2024,12.0,0.8472,84.7,grenke,GLJ.DE,SDAX,Finance,Corporate Marathoners,130.0,1100.0,0.1181818181818181,11.82,2.0,6.0,5.051515151515151,5:03/km,56.0,6.282878787878788,6:17/km,55.0,6:33/km,3:33/km,10:02/km,0.336,36.0,-36.64
2024,46.0,0.2584,25.8,thyssenkrupp,TKA.DE,MDAX,Industrials,Heavy Industry,168.0,48000.0,0.0035,0.35,43.0,5.0,4.56339825552582,4:34/km,31.0,5.557123352165725,5:33/km,19.0,5:47/km,3:35/km,9:53/km,0.4,26.0,-35.85
2025,34.0,0.4131,41.3,Adidas,ADS.DE,DAX,Consumer,Consumer Lifestyle,63.0,6500.0,0.0096923076923076,0.97,42.0,1.0,3.793715846994536,3:48/km,1.0,4.7631147540983605,4:46/km,1.0,5:00/km,3:08/km,6:55/km,0.378,28.0,-27.92
2025,39.0,0.3459,34.6,Airbus,AIR.DE,DAX,Industrials,Engineering Giants,497.0,45000.0,0.0110444444444444,1.1,39.0,4.0,4.632777777777777,4:38/km,38.0,5.768888888888889,5:46/km,30.0,5:59/km,3:41/km,10:43/km,0.467,8.0,26.45
2025,23.0,0.6251,62.5,Allianz,ALV.DE,DAX,Finance,Corporate Marathoners,1475.0,45000.0,0.0327777777777777,3.28,21.0,9.0,4.628654970760234,4:38/km,37.0,6.060818713450292,6:04/km,48.0,6:20/km,3:11/km,13:20/km,0.523,4.0,37.25
2025,31.0,0.4617,46.2,Amadeus Fire,AAD.DE,SDAX,Professional Services,Office Athletes,88.0,4200.0,0.0209523809523809,2.1,31.0,7.0,4.696114035087719,4:42/km,44.0,6.0361666666666665,6:02/km,45.0,6:24/km,4:01/km,10:30/km,0.322,39.0,-40.82
2025,41.0,0.336,33.6,Aurubis,NDA.DE,MDAX,Materials,Heavy Industry,56.0,4200.0,0.0133333333333333,1.33,36.0,1.0,5.4030000000000005,5:24/km,61.0,6.258333333333333,6:15/km,53.0,6:27/km,4:08/km,9:39/km,0.279,48.0,67.3
2025,28.0,0.5401,54.0,BMW,BMW.DE,DAX,Automotive,Mobility Machines,1931.0,85000.0,0.0227176470588235,2.27,29.0,2.0,4.38625730994152,4:23/km,15.0,5.409649122807017,5:25/km,11.0,5:34/km,3:06/km,11:01/km,0.607,2.0,25.69
2025,8.0,0.8674,86.7,Bayer,BAYN.DE,DAX,Healthcare,Factory Endurance,1275.0,22000.0,0.0579545454545454,5.8,8.0,4.0,4.642397660818713,4:39/km,40.0,6.046491228070176,6:03/km,46.0,6:13/km,3:28/km,11:14/km,0.514,5.0,91.81
2025,4.0,0.9108,91.1,Borussia Dortmund,BVB.DE,SDAX,Media,Performance Culture,56.0,1000.0,0.056,5.6,9.0,1.0,4.543079096045197,4:33/km,27.0,5.540536723163842,5:32/km,17.0,5:41/km,3:56/km,8:43/km,0.316,41.0,5.01
2025,32.0,0.4599,46.0,CANCOM,COK.DE,SDAX,Technology,Office Athletes,90.0,4000.0,0.0225,2.25,30.0,3.0,5.10959649122807,5:07/km,55.0,6.3095,6:19/km,55.0,6:28/km,4:17/km,11:10/km,0.31,42.0,17.39
2025,3.0,0.9131,91.3,CENIT,CSH.DE,Other,Technology,Office Athletes,35.0,700.0,0.05,5.0,11.0,5.0,4.273000000000001,4:16/km,7.0,5.514166666666667,5:31/km,15.0,5:41/km,4:13/km,8:11/km,0.28,47.0,-4.05
2025,24.0,0.6016,60.2,CTS Eventim,EVD.DE,MDAX,Media,Content Machines,80.0,2500.0,0.032,3.2,23.0,2.0,4.925138888888889,4:56/km,51.0,6.208055555555556,6:12/km,51.0,6:20/km,4:04/km,10:48/km,0.307,44.0,-6.21
2025,22.0,0.6315,63.1,Carl Zeiss Meditec,AFX.DE,MDAX,Healthcare,Precision Engineers,135.0,4500.0,0.03,3.0,26.0,2.0,4.557309941520468,4:33/km,29.0,5.532748538011696,5:32/km,16.0,5:44/km,3:41/km,9:26/km,0.385,26.0,-13.3
2025,51.0,0.2322,23.2,Commerzbank,CBK.DE,DAX,Finance,Corporate Marathoners,45.0,29000.0,0.001551724137931,0.16,59.0,4.0,4.110818713450293,4:07/km,3.0,5.544047619047619,5:33/km,18.0,5:36/km,3:54/km,7:53/km,0.298,45.0,138.04
2025,42.0,0.309,30.9,Continental,CON.DE,DAX,Automotive,Factory Endurance,329.0,32000.0,0.01028125,1.03,41.0,10.0,4.537981960551095,4:32/km,25.0,6.074545454545454,6:04/km,49.0,6:26/km,3:24/km,11:39/km,0.414,19.0,9.78
2025,18.0,0.7227,72.3,Covestro,1COV.DE,DAX,Chemicals,Factory Endurance,362.0,8000.0,0.04525,4.52,13.0,1.0,5.452333333333334,5:27/km,63.0,6.959,6:58/km,61.0,7:10/km,4:18/km,12:20/km,0.368,31.0,
2025,13.0,0.774,77.4,DEUTZ,DEZ.DE,SDAX,Industrials,Heavy Industry,252.0,4200.0,0.06,6.0,7.0,1.0,5.639666666666667,5:38/km,66.0,7.137166666666667,7:08/km,62.0,8:12/km,4:13/km,34:05/km,0.336,35.0,111.96
2025,64.0,0.1372,13.7,Daimler Truck,DTG.DE,DAX,Automotive,Mobility Machines,15.0,28000.0,0.0005357142857142,0.05,66.0,1.0,5.372051282051282,5:22/km,60.0,6.486410256410256,6:29/km,58.0,6:29/km,4:34/km,9:29/km,0.181,65.0,
2025,38.0,0.3889,38.9,Dermapharm,DMP.DE,SDAX,Healthcare,Care Providers,30.0,2000.0,0.015,1.5,35.0,1.0,4.342690058479532,4:21/km,10.0,5.912573099415205,5:55/km,38.0,5:55/km,4:07/km,8:08/km,0.25,52.0,-1.83
2025,53.0,0.231,23.1,Deutsche Bank,DBK.DE,DAX,Finance,Corporate Marathoners,62.0,38000.0,0.0016315789473684,0.16,57.0,2.0,4.661333333333333,4:40/km,41.0,5.5715,5:34/km,21.0,5:39/km,3:27/km,8:15/km,0.322,40.0,102.47
2025,62.0,0.1802,18.0,Deutsche Post,DHL.DE,DAX,Logistics,Corporate Marathoners,464.0,190000.0,0.0024421052631578,0.24,55.0,11.0,4.826666666666666,4:50/km,47.0,6.296666666666667,6:18/km,54.0,6:40/km,3:02/km,13:16/km,0.423,15.0,44.78
2025,50.0,0.2385,23.9,Deutsche Telekom,DTE.DE,DAX,Telecom,Connected Operators,299.0,74550.0,0.0040107310529845,0.4,49.0,3.0,4.587295081967213,4:35/km,32.0,5.872131147540984,5:52/km,37.0,5:58/km,3:39/km,9:59/km,0.422,17.0,-2.4
2025,48.0,0.2608,26.1,E.ON,EOAN.DE,DAX,Energy,Grid Operators,223.0,47000.0,0.0047446808510638,0.47,47.0,4.0,4.551794871794872,4:33/km,28.0,5.732456140350877,5:44/km,27.0,5:53/km,3:46/km,9:15/km,0.41,20.0,45.47
2025,12.0,0.8156,81.6,Elmos Semiconductor,ELG.DE,SDAX,Technology,Precision Engineers,58.0,1400.0,0.0414285714285714,4.14,17.0,1.0,3.884322033898305,3:53/km,2.0,5.251129943502825,5:15/km,6.0,5:13/km,3:34/km,7:23/km,0.336,36.0,45.68
2025,61.0,0.19,19.0,EnBW,EBK.DE,Other,Energy,Grid Operators,33.0,28000.0,0.0011785714285714,0.12,62.0,3.0,4.910666666666667,4:55/km,50.0,5.976333333333334,5:59/km,44.0,6:23/km,4:08/km,12:27/km,0.254,50.0,14.66
2025,67.0,0.0704,7.0,Evonik,EVK.DE,MDAX,Chemicals,Factory Endurance,35.0,20000.0,0.00175,0.18,56.0,1.0,5.2876666666666665,5:17/km,58.0,7.464666666666668,7:28/km,65.0,7:19/km,5:03/km,11:01/km,0.207,61.0,-15.26
2025,47.0,0.2621,26.2,Freenet,FNTN.DE,MDAX,Telecom,Connected Operators,16.0,3500.0,0.0045714285714285,0.46,48.0,1.0,4.428508771929824,4:26/km,17.0,5.688742690058479,5:41/km,25.0,5:33/km,4:18/km,7:04/km,0.212,58.0,
2025,66.0,0.0727,7.3,Fresenius,FRE.DE,DAX,Healthcare,Care Providers,59.0,85000.0,0.0006941176470588,0.07,64.0,2.0,5.501833333333334,5:30/km,64.0,7.265666666666666,7:16/km,64.0,7:48/km,4:49/km,14:08/km,0.244,55.0,49.72
2025,26.0,0.5555,55.5,GEA,G1A.DE,MDAX,Industrials,Engineering Giants,153.0,6000.0,0.0255,2.55,27.0,6.0,4.6625000000000005,4:40/km,42.0,5.684426229508197,5:41/km,24.0,5:54/km,3:35/km,9:48/km,0.384,27.0,21.92
2025,54.0,0.2305,23.0,Gerresheimer,GXI.DE,MDAX,Healthcare,Precision Engineers,12.0,3000.0,0.004,0.4,50.0,1.0,4.816388888888889,4:49/km,46.0,5.964722222222223,5:58/km,43.0,6:14/km,4:21/km,9:52/km,0.181,66.0,-60.62
2025,49.0,0.2435,24.4,HelloFresh,HFG.DE,MDAX,Consumer,Digital Hustlers,14.0,3500.0,0.004,0.4,51.0,1.0,5.3374999999999995,5:20/km,59.0,5.8123611111111115,5:49/km,31.0,6:53/km,5:19/km,10:12/km,0.197,63.0,-51.53
2025,65.0,0.0871,8.7,Henkel,HEN3.DE,DAX,Consumer,Consumer Lifestyle,14.0,9000.0,0.0015555555555555,0.16,58.0,2.0,5.724166666666666,5:43/km,67.0,7.238472222222221,7:14/km,63.0,7:40/km,5:22/km,11:47/km,0.158,67.0,-13.81
2025,63.0,0.1622,16.2,Hochtief,HOT.DE,MDAX,Industrials,Infrastructure Operators,55.0,5000.0,0.011,1.1,40.0,3.0,5.103508771929825,5:06/km,54.0,7.904358974358974,7:54/km,67.0,7:16/km,4:16/km,9:57/km,0.22,57.0,162.62
2025,21.0,0.6543,65.4,Infineon,IFX.DE,DAX,Technology,Precision Engineers,469.0,15000.0,0.0312666666666666,3.13,24.0,2.0,4.406725146198831,4:24/km,16.0,5.473391812865497,5:28/km,13.0,5:37/km,3:30/km,9:13/km,0.488,7.0,21.28
2025,30.0,0.4725,47.2,Knorr-Bremse,KBX.DE,DAX,Industrials,Engineering Giants,117.0,6000.0,0.0195,1.95,33.0,1.0,4.591812865497076,4:36/km,33.0,5.672807017543859,5:40/km,23.0,5:42/km,3:14/km,8:30/km,0.365,33.0,39.71
2025,20.0,0.6974,69.7,LPKF Laser & Electronics,LPK.DE,SDAX,Technology,Precision Engineers,23.0,700.0,0.0328571428571428,3.29,20.0,1.0,4.664871794871795,4:40/km,43.0,5.2299999999999995,5:14/km,4.0,5:24/km,3:52/km,7:00/km,0.26,49.0,-37.05
2025,11.0,0.8238,82.4,MTU Aero Engines,MTX.DE,DAX,Industrials,Precision Engineers,420.0,10000.0,0.042,4.2,15.0,2.0,4.384421952316689,4:23/km,14.0,5.249122807017544,5:15/km,5.0,5:22/km,3:17/km,9:21/km,0.5,6.0,11.19
2025,60.0,0.198,19.8,Mercedes-Benz,MBG.DE,DAX,Automotive,Mobility Machines,310.0,90000.0,0.0034444444444444,0.34,52.0,4.0,4.895277777777777,4:54/km,49.0,6.252833333333333,6:15/km,52.0,6:33/km,3:52/km,11:58/km,0.398,21.0,23.43
2025,59.0,0.2054,20.5,Merck,MRK.DE,DAX,Healthcare,Precision Engineers,17.0,13000.0,0.0013076923076923,0.13,61.0,4.0,5.215833333333334,5:13/km,56.0,5.817666666666666,5:49/km,32.0,6:08/km,4:24/km,7:41/km,0.212,59.0,-11.01
2025,40.0,0.3422,34.2,Munich Re,MUV2.DE,DAX,Finance,Corporate Marathoners,265.0,28000.0,0.0094642857142857,0.95,43.0,1.0,4.461988304093567,4:28/km,20.0,5.553801169590644,5:33/km,20.0,5:47/km,3:36/km,10:16/km,0.436,13.0,18.32
2025,19.0,0.715,71.5,OVB Holding,O4B.DE,Other,Finance,Corporate Marathoners,28.0,250.0,0.112,11.2,3.0,1.0,5.510833333333333,5:31/km,65.0,7.824666666666667,7:49/km,66.0,8:10/km,4:40/km,13:39/km,0.185,64.0,5.63
2025,36.0,0.3986,39.9,PSI Software,PSAN.DE,SDAX,Technology,Office Athletes,19.0,1700.0,0.0111764705882352,1.12,38.0,1.0,4.282768361581921,4:17/km,8.0,5.175423728813559,5:11/km,3.0,5:23/km,4:12/km,7:10/km,0.247,54.0,
2025,52.0,0.2312,23.1,Porsche,P911.DE,DAX,Automotive,Mobility Machines,13.0,41000.0,0.0003170731707317,0.03,67.0,1.0,4.219,4:13/km,4.0,5.354,5:21/km,9.0,5:11/km,4:03/km,5:58/km,0.208,60.0,
2025,1.0,0.9183,91.8,Puma,PUM.DE,MDAX,Consumer,Consumer Lifestyle,98.0,2000.0,0.049,4.9,12.0,1.0,4.271174863387978,4:16/km,6.0,5.290027322404372,5:17/km,7.0,5:22/km,3:13/km,8:24/km,0.376,29.0,-48.3
2025,25.0,0.5716,57.2,Qiagen,QIA.DE,DAX,Healthcare,Precision Engineers,77.0,2500.0,0.0308,3.08,25.0,1.0,4.8718055555555555,4:52/km,48.0,6.3616666666666655,6:22/km,56.0,6:57/km,4:07/km,10:53/km,0.297,46.0,-10.31
2025,35.0,0.3988,39.9,RTL Group,RRTL.DE,MDAX,Media,Content Machines,161.0,8000.0,0.020125,2.01,32.0,7.0,5.419333333333333,5:25/km,62.0,6.635,6:38/km,59.0,6:46/km,4:18/km,10:56/km,0.333,37.0,36.36
2025,27.0,0.5474,54.7,RWE,RWE.DE,DAX,Energy,Grid Operators,355.0,11000.0,0.0322727272727272,3.23,22.0,11.0,5.270333333333333,5:16/km,57.0,6.884333333333333,6:53/km,60.0,7:11/km,3:40/km,15:47/km,0.37,30.0,58.2
2025,33.0,0.4269,42.7,Rheinmetall,RHM.DE,DAX,Industrials,Heavy Industry,284.0,16000.0,0.01775,1.78,34.0,3.0,4.618888888888889,4:37/km,36.0,5.919027777777778,5:55/km,41.0,6:08/km,3:30/km,11:44/km,0.414,18.0,159.75
2025,45.0,0.2918,29.2,SAP,SAP.DE,DAX,Technology,Office Athletes,187.0,25000.0,0.00748,0.75,44.0,5.0,4.583040935672514,4:35/km,31.0,5.817836257309942,5:49/km,33.0,6:14/km,3:27/km,15:06/km,0.39,25.0,-11.87
2025,58.0,0.2073,20.7,Sartorius,SRT3.DE,DAX,Healthcare,Precision Engineers,16.0,5500.0,0.0029090909090909,0.29,53.0,1.0,4.957833333333333,4:57/km,52.0,6.057166666666666,6:03/km,47.0,5:50/km,4:52/km,7:01/km,0.199,62.0,
2025,43.0,0.3079,30.8,Schaeffler,SHA0.DE,MDAX,Automotive,Factory Endurance,238.0,39000.0,0.0061025641025641,0.61,45.0,2.0,4.294535519125684,4:18/km,9.0,5.404371584699454,5:24/km,10.0,5:32/km,3:29/km,9:02/km,0.44,12.0,107.51
2025,5.0,0.8976,89.8,Siemens,SIE.DE,DAX,Industrials,Engineering Giants,5337.0,86000.0,0.0620581395348837,6.21,5.0,14.0,4.54025641025641,4:32/km,26.0,5.6948087431694,5:42/km,26.0,5:55/km,3:10/km,12:15/km,0.655,1.0,29.41
2025,6.0,0.8919,89.2,Siemens Energy,ENR.DE,DAX,Energy,Engineering Giants,1621.0,27000.0,0.060037037037037,6.0,6.0,8.0,4.635672514619883,4:38/km,39.0,5.761,5:46/km,28.0,6:01/km,3:10/km,12:04/km,0.557,3.0,136.82
2025,55.0,0.2262,22.6,TRATON,8TRA.DE,MDAX,Automotive,Mobility Machines,23.0,35000.0,0.0006571428571428,0.07,65.0,1.0,4.508479532163743,4:31/km,22.0,5.46812865497076,5:28/km,12.0,5:20/km,3:57/km,7:20/km,0.249,53.0,14.23
2025,29.0,0.5186,51.9,TUI,TUI1.DE,MDAX,Consumer,Mobility Machines,232.0,9500.0,0.0244210526315789,2.44,28.0,2.0,4.615641025641025,4:37/km,35.0,5.938846153846154,5:56/km,42.0,6:02/km,3:47/km,9:49/km,0.398,22.0,7.36
2025,14.0,0.7733,77.3,Talanx,TLX.DE,MDAX,Finance,Corporate Marathoners,506.0,12000.0,0.0421666666666666,4.22,14.0,2.0,4.522564102564102,4:31/km,24.0,5.864987179487179,5:52/km,36.0,6:02/km,3:12/km,12:14/km,0.461,9.0,42.18
2025,9.0,0.856,85.6,TeamViewer,TMV.DE,MDAX,Technology,Office Athletes,107.0,700.0,0.1528571428571428,15.29,2.0,3.0,4.58,4:35/km,30.0,6.1804093567251455,6:11/km,50.0,6:27/km,4:05/km,14:17/km,0.328,38.0,-37.59
2025,10.0,0.8335,83.4,UmweltBank,UBK.DE,Other,Finance,Sustainable Finance,95.0,350.0,0.2714285714285714,27.14,1.0,1.0,5.066120218579235,5:04/km,53.0,6.442349726775957,6:27/km,57.0,6:45/km,4:30/km,10:18/km,0.307,43.0,-42.51
2025,17.0,0.7237,72.4,Uniper,UN0.DE,SDAX,Energy,Grid Operators,190.0,5000.0,0.038,3.8,19.0,3.0,4.596638888888889,4:36/km,34.0,5.764,5:46/km,29.0,5:54/km,3:36/km,10:00/km,0.395,23.0,-19.63
2025,15.0,0.7715,77.2,United Internet,UTDI.DE,MDAX,Telecom,Connected Operators,376.0,9000.0,0.0417777777777777,4.18,16.0,4.0,4.37409090909091,4:22/km,13.0,5.822575757575757,5:49/km,34.0,6:05/km,3:19/km,12:33/km,0.442,10.0,80.56
2025,2.0,0.9151,91.5,Villeroy & Boch,VIB3.DE,SDAX,Consumer,Consumer Lifestyle,104.0,2000.0,0.052,5.2,10.0,1.0,4.238364779874214,4:14/km,5.0,5.491037735849057,5:29/km,14.0,5:39/km,3:22/km,9:46/km,0.367,32.0,15.16
2025,56.0,0.2181,21.8,Volkswagen,VOW3.DE,DAX,Automotive,Mobility Machines,227.0,293338.0,0.0007738513250925,0.08,63.0,2.0,4.5110256410256415,4:31/km,23.0,5.581538461538462,5:35/km,22.0,5:42/km,3:32/km,10:06/km,0.422,16.0,26.35
2025,57.0,0.2148,21.5,Vonovia,VNA.DE,DAX,Real Estate,Infrastructure Operators,31.0,12000.0,0.0025833333333333,0.26,54.0,3.0,4.482163742690059,4:29/km,21.0,5.91578947368421,5:55/km,39.0,5:59/km,4:13/km,8:40/km,0.252,51.0,-13.7
2025,37.0,0.3939,39.4,Wacker Chemie,WCH.DE,MDAX,Chemicals,Factory Endurance,124.0,10657.0,0.0116355447123956,1.16,37.0,1.0,4.443567251461988,4:27/km,18.0,5.3046783625730995,5:18/km,8.0,5:34/km,3:06/km,8:49/km,0.395,24.0,2.46
2025,44.0,0.2922,29.2,Zalando,ZAL.DE,DAX,Consumer,Digital Hustlers,12.0,8000.0,0.0015,0.15,60.0,1.0,4.359039548022598,4:22/km,11.0,4.836158192090395,4:50/km,2.0,5:13/km,4:15/km,7:19/km,0.223,56.0,
2025,16.0,0.7526,75.3,adesso,ADN1.DE,SDAX,Technology,Office Athletes,410.0,10000.0,0.041,4.1,18.0,10.0,4.768384502923977,4:46/km,45.0,5.916102339181286,5:55/km,40.0,6:05/km,2:55/km,10:13/km,0.442,11.0,0.63
2025,7.0,0.8842,88.4,grenke,GLJ.DE,SDAX,Finance,Corporate Marathoners,119.0,1100.0,0.1081818181818181,10.82,4.0,5.0,4.362121212121211,4:22/km,12.0,5.851212121212121,5:51/km,35.0,6:00/km,3:12/km,11:01/km,0.355,34.0,0.41
2025,46.0,0.2778,27.8,thyssenkrupp,TKA.DE,MDAX,Industrials,Heavy Industry,232.0,48000.0,0.0048333333333333,0.48,46.0,5.0,4.458333333333333,4:27/km,19.0,5.5480197740112995,5:33/km,19.0,5:49/km,3:25/km,10:19/km,0.426,14.0,138.55
